"","diff.fit","low","high","study","treat","bilat_0","age","se"
"12336",-0.061620484582168,-0.249503447395648,0.132864593161312,"McCormick","Antibiotics","Unilateral",6.18,-0.249503447395648
"12338",-0.0896543472923488,-0.319334034376435,0.151283836709083,"McCormick","Antibiotics","Bilateral",6.2,-0.319334034376435
"12340",-0.0619558634825819,-0.251182874739756,0.133836723563079,"McCormick","Antibiotics","Unilateral",6.22,-0.251182874739756
"12342",-0.0893267644523929,-0.320938565242443,0.1534685038624,"McCormick","Antibiotics","Bilateral",6.24,-0.320938565242443
"12344",-0.0622982767796992,-0.252881922612263,0.134807217343491,"McCormick","Antibiotics","Unilateral",6.26,-0.252881922612263
"12346",-0.0890058006208249,-0.322570333906155,0.155657979713819,"McCormick","Antibiotics","Bilateral",6.28,-0.322570333906155
"12348",-0.0626476920719847,-0.254600221064698,0.135775586222063,"McCormick","Antibiotics","Unilateral",6.3,-0.254600221064698
"12350",-0.0886911925086205,-0.324228623961438,0.157852123021161,"McCormick","Antibiotics","Bilateral",6.32,-0.324228623961438
"12352",-0.063004073186837,-0.256337398775377,0.136741351123,"McCormick","Antibiotics","Unilateral",6.34,-0.256337398775377
"12354",-0.0883826768808527,-0.325912720890767,0.160050803219114,"McCormick","Antibiotics","Bilateral",6.36,-0.325912720890767
"12356",-0.0633673804172284,-0.2580931178771,0.137704073773931,"McCormick","Antibiotics","Unilateral",6.38,-0.2580931178771
"12358",-0.0880799874579168,-0.327621928704016,0.162253935158897,"McCormick","Antibiotics","Bilateral",6.4,-0.327621928704016
"12360",-0.0637375673046303,-0.259867040798008,0.138663348384027,"McCormick","Antibiotics","Unilateral",6.42,-0.259867040798008
"12362",-0.0877828579220968,-0.329355522737042,0.164461421251987,"McCormick","Antibiotics","Bilateral",6.44,-0.329355522737042
"12364",-0.0641145870191209,-0.261658825153603,0.139618755804613,"McCormick","Antibiotics","Unilateral",6.46,-0.261658825153603
"12366",-0.0874910249268698,-0.331112816556488,0.166673191985652,"McCormick","Antibiotics","Bilateral",6.48,-0.331112816556488
"12368",-0.0644983880486499,-0.263468225720251,0.140569986472208,"McCormick","Antibiotics","Unilateral",6.5,-0.263468225720251
"12370",-0.0872042191866898,-0.332893189369801,0.168889283742589,"McCormick","Antibiotics","Bilateral",6.52,-0.332893189369801
"12372",-0.0648889096520152,-0.265295044189937,0.14151682417731,"McCormick","Antibiotics","Unilateral",6.54,-0.265295044189937
"12374",-0.0869221689019023,-0.334696013936695,0.171109757058017,"McCormick","Antibiotics","Bilateral",6.56,-0.334696013936695
"12376",-0.0652860874955814,-0.267139061977236,0.142459047784753,"McCormick","Antibiotics","Unilateral",6.58,-0.267139061977236
"12378",-0.0866446056001811,-0.336520643712409,0.173334651091836,"McCormick","Antibiotics","Bilateral",6.6,-0.336520643712409
"12380",-0.0656898561507711,-0.269000073977141,0.143396446315348,"McCormick","Antibiotics","Unilateral",6.62,-0.269000073977141
"12382",-0.0863712613061364,-0.338366451746945,0.175564033259286,"McCormick","Antibiotics","Bilateral",6.64,-0.338366451746945
"12384",-0.0661001439241043,-0.270877891768543,0.144328854335346,"McCormick","Antibiotics","Unilateral",6.66,-0.270877891768543
"12386",-0.0861018675714726,-0.340232793406664,0.177797972805783,"McCormick","Antibiotics","Bilateral",6.68,-0.340232793406664
"12388",-0.0665168770232711,-0.272772314381716,0.145256098569897,"McCormick","Antibiotics","Unilateral",6.7,-0.272772314381716
"12390",-0.0858361594140816,-0.342119030633479,0.180036538792573,"McCormick","Antibiotics","Bilateral",6.72,-0.342119030633479
"12392",-0.0669399779279861,-0.274683178203429,0.146178054169067,"McCormick","Antibiotics","Unilateral",6.74,-0.274683178203429
"12394",-0.0855738707585324,-0.344024546324202,0.182279838399483,"McCormick","Antibiotics","Bilateral",6.76,-0.344024546324202
"12396",-0.0673693644492252,-0.276610354986905,0.147094648718551,"McCormick","Antibiotics","Unilateral",6.78,-0.276610354986905
"12398",-0.0853147350368831,-0.345948748843253,0.18452801718809,"McCormick","Antibiotics","Bilateral",6.8,-0.345948748843253
"12400",-0.0678049473633902,-0.278553735655986,0.148005861574356,"McCormick","Antibiotics","Unilateral",6.82,-0.278553735655986
"12402",-0.0850584848676576,-0.347891026274263,0.186781221524392,"McCormick","Antibiotics","Bilateral",6.84,-0.347891026274263
"12404",-0.0682466343859655,-0.280513184553887,0.148911656283817,"McCormick","Antibiotics","Unilateral",6.86,-0.280513184553887
"12406",-0.0848048571836837,-0.349850753369509,0.18903957504337,"McCormick","Antibiotics","Bilateral",6.88,-0.349850753369509
"12408",-0.0686943313893833,-0.282488591264886,0.149812020811981,"McCormick","Antibiotics","Unilateral",6.9,-0.282488591264886
"12410",-0.0845535893971614,-0.351827338026472,0.191303239480713,"McCormick","Antibiotics","Bilateral",6.92,-0.351827338026472
"12412",-0.0691479383632846,-0.284479900188041,0.150707019739069,"McCormick","Antibiotics","Unilateral",6.94,-0.284479900188041
"12414",-0.084304418069878,-0.35382023111492,0.193572430101282,"McCormick","Antibiotics","Bilateral",6.96,-0.35382023111492
"12416",-0.0696073485444864,-0.286487119227025,0.151596807315789,"McCormick","Antibiotics","Unilateral",6.98,-0.286487119227025
"12418",-0.0840570769035128,-0.355828915116352,0.195847416829637,"McCormick","Antibiotics","Bilateral",7,-0.355828915116352
"12420",-0.0700724468981611,-0.28851026915632,0.152481589206971,"McCormick","Antibiotics","Unilateral",7.02,-0.28851026915632
"12422",-0.083811300217235,-0.357852855490477,0.198128462691235,"McCormick","Antibiotics","Bilateral",7.04,-0.357852855490477
"12424",-0.0705431156823675,-0.290549373303931,0.153361577403541,"McCormick","Antibiotics","Unilateral",7.06,-0.290549373303931
"12426",-0.0835668236125518,-0.359891526176205,0.200415840830455,"McCormick","Antibiotics","Bilateral",7.08,-0.359891526176205
"12428",-0.0710192296613017,-0.292604450970627,0.154237013491054,"McCormick","Antibiotics","Unilateral",7.1,-0.292604450970627
"12430",-0.0833233824999606,-0.361944358741576,0.202709799490724,"McCormick","Antibiotics","Bilateral",7.12,-0.361944358741576
"12432",-0.0715006596511888,-0.29467545944282,0.155108091759682,"McCormick","Antibiotics","Unilateral",7.14,-0.29467545944282
"12434",-0.0830807159357494,-0.364010722640045,0.20501052310417,"McCormick","Antibiotics","Bilateral",7.16,-0.364010722640045
"12436",-0.0719872735827277,-0.296762284345229,0.155974943067196,"McCormick","Antibiotics","Unilateral",7.18,-0.296762284345229
"12438",-0.0828385667239186,-0.36608992095813,0.207318127932674,"McCormick","Antibiotics","Bilateral",7.2,-0.36608992095813
"12440",-0.0724789365200749,-0.298864733932289,0.15683762918632,"McCormick","Antibiotics","Unilateral",7.22,-0.298864733932289
"12442",-0.0825966819107056,-0.368181191652086,0.209632660111282,"McCormick","Antibiotics","Bilateral",7.24,-0.368181191652086
"12444",-0.0729755120030781,-0.30098256150919,0.157696154349537,"McCormick","Antibiotics","Unilateral",7.26,-0.30098256150919
"12446",-0.0823548127425222,-0.370283754120831,0.21195413450766,"McCormick","Antibiotics","Bilateral",7.28,-0.370283754120831
"12448",-0.0734768580917452,-0.303115508258908,0.158550531931686,"McCormick","Antibiotics","Unilateral",7.3,-0.303115508258908
"12450",-0.0821127100594169,-0.372396790176998,0.21428254755525,"McCormick","Antibiotics","Bilateral",7.32,-0.372396790176998
"12452",-0.0739828275588718,-0.305263240642651,0.159400725490407,"McCormick","Antibiotics","Unilateral",7.34,-0.305263240642651
"12454",-0.0818701282569663,-0.374519408283809,0.216617824083364,"McCormick","Antibiotics","Bilateral",7.36,-0.374519408283809
"12456",-0.0744932703678984,-0.307425334687531,0.160246617745032,"McCormick","Antibiotics","Unilateral",7.38,-0.307425334687531
"12458",-0.0816268258953564,-0.376650642333254,0.218959813278424,"McCormick","Antibiotics","Bilateral",7.4,-0.376650642333254
"12460",-0.0750080337185367,-0.309601274084985,0.161088009164191,"McCormick","Antibiotics","Unilateral",7.42,-0.309601274084985
"12462",-0.0813825657778393,-0.378789452214056,0.221308289558078,"McCormick","Antibiotics","Bilateral",7.44,-0.378789452214056
"12464",-0.0755269624393747,-0.311790454793309,0.161924619700827,"McCormick","Antibiotics","Unilateral",7.46,-0.311790454793309
"12466",-0.0811371160902567,-0.38093475180423,0.223662967443065,"McCormick","Antibiotics","Bilateral",7.48,-0.38093475180423
"12468",-0.0760498996390298,-0.313992260239854,0.162756152545796,"McCormick","Antibiotics","Unilateral",7.5,-0.313992260239854
"12470",-0.0808902482206283,-0.383085490592297,0.226023584605792,"McCormick","Antibiotics","Bilateral",7.52,-0.383085490592297
"12472",-0.07657668219063,-0.316206110968768,0.163582380405879,"McCormick","Antibiotics","Unilateral",7.54,-0.316206110968768
"12474",-0.0806417336307652,-0.38524061745464,0.228389899607161,"McCormick","Antibiotics","Bilateral",7.56,-0.38524061745464
"12476",-0.0771071415724164,-0.318431373390792,0.164403056917007,"McCormick","Antibiotics","Unilateral",7.58,-0.318431373390792
"12478",-0.080391347590292,-0.387399021952995,0.230761616581421,"McCormick","Antibiotics","Bilateral",7.6,-0.387399021952995
"12480",-0.0776411066843799,-0.32066732944274,0.165217864296382,"McCormick","Antibiotics","Unilateral",7.62,-0.32066732944274
"12482",-0.0801388701525809,-0.389559532397411,0.233138376980463,"McCormick","Antibiotics","Bilateral",7.64,-0.389559532397411
"12484",-0.0781784040242724,-0.322913177776602,0.16602641406099,"McCormick","Antibiotics","Unilateral",7.66,-0.322913177776602
"12486",-0.0798840864308296,-0.391720925932725,0.235519765142969,"McCormick","Antibiotics","Bilateral",7.68,-0.391720925932725
"12488",-0.0787188582222071,-0.325168073679236,0.16682827546886,"McCormick","Antibiotics","Unilateral",7.7,-0.325168073679236
"12490",-0.0796267865154593,-0.393881992170246,0.237905361545891,"McCormick","Antibiotics","Bilateral",7.72,-0.393881992170246
"12492",-0.0792622906547637,-0.327431180331643,0.16762304946728,"McCormick","Antibiotics","Unilateral",7.74,-0.327431180331643
"12494",-0.0793667642629819,-0.396041510068319,0.240294745992614,"McCormick","Antibiotics","Bilateral",7.76,-0.396041510068319
"12496",-0.0798085199423269,-0.329701603139405,0.1684103028448,"McCormick","Antibiotics","Unilateral",7.78,-0.329701603139405
"12498",-0.0791038185874273,-0.398198222828223,0.242687457018943,"McCormick","Antibiotics","Bilateral",7.8,-0.398198222828223
"12500",-0.0803573627104602,-0.331978420917522,0.169189577541981,"McCormick","Antibiotics","Unilateral",7.82,-0.331978420917522
"12502",-0.0788377536334355,-0.400350906008584,0.245083045856111,"McCormick","Antibiotics","Bilateral",7.84,-0.400350906008584
"12504",-0.0809086335742384,-0.334260743418472,0.169960468034153,"McCormick","Antibiotics","Unilateral",7.86,-0.334260743418472
"12506",-0.0785683787440556,-0.40249834457049,0.247481078406834,"McCormick","Antibiotics","Bilateral",7.88,-0.40249834457049
"12508",-0.0814621452865289,-0.336547640930404,0.170722552376753,"McCormick","Antibiotics","Unilateral",7.9,-0.336547640930404
"12510",-0.0782955086375269,-0.404639296856819,0.249881090918106,"McCormick","Antibiotics","Bilateral",7.92,-0.404639296856819
"12512",-0.082017708909601,-0.338838134704827,0.171475373556181,"McCormick","Antibiotics","Unilateral",7.94,-0.338838134704827
"12514",-0.0780189634902706,-0.406772498682672,0.252282592261614,"McCormick","Antibiotics","Bilateral",7.96,-0.406772498682672
"12516",-0.0825751339353914,-0.341131202043455,0.172218444575804,"McCormick","Antibiotics","Unilateral",7.98,-0.341131202043455
"12518",-0.0777385687710085,-0.408896673292605,0.25468507068201,"McCormick","Antibiotics","Bilateral",8,-0.408896673292605
"12520",-0.083134227508802,-0.34342581725261,0.17295127763327,"McCormick","Antibiotics","Unilateral",8.02,-0.34342581725261
"12522",-0.0774541543410902,-0.411010623732263,0.257088059155254,"McCormick","Antibiotics","Bilateral",8.04,-0.411010623732263
"12524",-0.0836947960583234,-0.345721106275706,0.173673533545298,"McCormick","Antibiotics","Unilateral",8.06,-0.345721106275706
"12526",-0.0771655587527786,-0.413113302608115,0.259491216368007,"McCormick","Antibiotics","Bilateral",8.08,-0.413113302608115
"12528",-0.0842566489171429,-0.348016292083654,0.174384999235753,"McCormick","Antibiotics","Unilateral",8.1,-0.348016292083654
"12530",-0.0768726285082718,-0.415203697365134,0.261894233154994,"McCormick","Antibiotics","Bilateral",8.12,-0.415203697365134
"12532",-0.0848195949980108,-0.350310592182422,0.175085471026461,"McCormick","Antibiotics","Unilateral",8.14,-0.350310592182422
"12534",-0.0765752157749379,-0.417280802146479,0.264296797361262,"McCormick","Antibiotics","Bilateral",8.16,-0.417280802146479
"12536",-0.0853834423152724,-0.352603215557288,0.175774747434497,"McCormick","Antibiotics","Unilateral",8.18,-0.352603215557288
"12538",-0.0762731784065284,-0.41934362104196,0.266698596259027,"McCormick","Antibiotics","Bilateral",8.2,-0.41934362104196
"12540",-0.0859479977909454,-0.354893369235921,0.176452633917395,"McCormick","Antibiotics","Unilateral",8.22,-0.354893369235921
"12542",-0.0759663784538913,-0.421391192667169,0.269099332197902,"McCormick","Antibiotics","Bilateral",8.24,-0.421391192667169
"12544",-0.0865130661578497,-0.357180339150281,0.1771190092938,"McCormick","Antibiotics","Unilateral",8.26,-0.357180339150281
"12546",-0.0756546852210867,-0.423422674793776,0.271498792379558,"McCormick","Antibiotics","Bilateral",8.28,-0.423422674793776
"12548",-0.0870784570484342,-0.35946351942745,0.177773869668835,"McCormick","Antibiotics","Unilateral",8.3,-0.35946351942745
"12550",-0.0753379778220933,-0.425437280778498,0.273896805995135,"McCormick","Antibiotics","Bilateral",8.32,-0.425437280778498
"12552",-0.0876439809440578,-0.36174232352891,0.178417239674405,"McCormick","Antibiotics","Unilateral",8.34,-0.36174232352891
"12554",-0.075016139981363,-0.427434255764681,0.276293216993528,"McCormick","Antibiotics","Bilateral",8.36,-0.427434255764681
"12556",-0.0882094453937446,-0.36401622792377,0.179049201866506,"McCormick","Antibiotics","Unilateral",8.38,-0.36401622792377
"12558",-0.0746890601370062,-0.429412961823603,0.278687947551492,"McCormick","Antibiotics","Bilateral",8.4,-0.429412961823603
"12560",-0.0887746634187837,-0.366284855958086,0.179669980517069,"McCormick","Antibiotics","Unilateral",8.42,-0.366284855958086
"12562",-0.0743566386949056,-0.431372854633151,0.281080987488921,"McCormick","Antibiotics","Bilateral",8.44,-0.431372854633151
"12564",-0.0893394493405359,-0.368547900602978,0.180279868901883,"McCormick","Antibiotics","Unilateral",8.46,-0.368547900602978
"12566",-0.0740187790782525,-0.433313487882117,0.283472389399534,"McCormick","Antibiotics","Bilateral",8.48,-0.433313487882117
"12568",-0.0899036206614056,-0.370805208966841,0.180879299704996,"McCormick","Antibiotics","Unilateral",8.5,-0.370805208966841
"12570",-0.0736753981415985,-0.435234532030453,0.28586228668685,"McCormick","Antibiotics","Bilateral",8.52,-0.435234532030453
"12572",-0.0904670021277288,-0.373056698060022,0.181468775543767,"McCormick","Antibiotics","Unilateral",8.54,-0.373056698060022
"12574",-0.0733264200118642,-0.437135688769066,0.28825082624033,"McCormick","Antibiotics","Bilateral",8.56,-0.437135688769066
"12576",-0.0910294189793496,-0.375302304425952,0.182048818172319,"McCormick","Antibiotics","Unilateral",8.58,-0.375302304425952
"12578",-0.0729717740784812,-0.439016682565516,0.29063816071208,"McCormick","Antibiotics","Bilateral",8.6,-0.439016682565516
"12580",-0.0915906969546351,-0.377541982644395,0.182619966184543,"McCormick","Antibiotics","Unilateral",8.62,-0.377541982644395
"12582",-0.0726113949796011,-0.440877259809092,0.293024447559531,"McCormick","Antibiotics","Bilateral",8.64,-0.440877259809092
"12584",-0.092150662391279,-0.379775704611924,0.183182773575517,"McCormick","Antibiotics","Unilateral",8.66,-0.379775704611924
"12586",-0.0722452225823708,-0.442717188338288,0.295409848486002,"McCormick","Antibiotics","Bilateral",8.68,-0.442717188338288
"12588",-0.0927091423227129,-0.382003459339904,0.183737808835976,"McCormick","Antibiotics","Unilateral",8.7,-0.382003459339904
"12590",-0.071873201369131,-0.444536258445429,0.297794530326001,"McCormick","Antibiotics","Bilateral",8.72,-0.444536258445429
"12592",-0.0932659613153957,-0.384225272128131,0.184285670739022,"McCormick","Antibiotics","Unilateral",8.74,-0.384225272128131
"12594",-0.0714952754142221,-0.446334341073611,0.300178709543888,"McCormick","Antibiotics","Bilateral",8.76,-0.446334341073611
"12596",-0.0938209476761438,-0.38644131751466,0.184827080879183,"McCormick","Antibiotics","Unilateral",8.78,-0.38644131751466
"12598",-0.0711114048191929,-0.448111427252122,0.302562672979888,"McCormick","Antibiotics","Bilateral",8.8,-0.448111427252122
"12600",-0.0943739397462668,-0.38865185617959,0.18536282889487,"McCormick","Antibiotics","Unilateral",8.82,-0.38865185617959
"12602",-0.0707215516985652,-0.449867575072806,0.304946745685409,"McCormick","Antibiotics","Bilateral",8.84,-0.449867575072806
"12604",-0.0949247768715522,-0.390857276499941,0.185893805955839,"McCormick","Antibiotics","Unilateral",8.86,-0.390857276499941
"12606",-0.0703256925713689,-0.451602962587502,0.307331319688955,"McCormick","Antibiotics","Bilateral",8.88,-0.451602962587502
"12608",-0.0954733139436944,-0.393058054951084,0.186420964685391,"McCormick","Antibiotics","Unilateral",8.9,-0.393058054951084
"12610",-0.069923813437639,-0.453317792742118,0.309716787577474,"McCormick","Antibiotics","Bilateral",8.92,-0.453317792742118
"12612",-0.0960194033273023,-0.39525469026991,0.186945270640077,"McCormick","Antibiotics","Unilateral",8.94,-0.39525469026991
"12614",-0.0695158977220798,-0.455012331317826,0.312103577838538,"McCormick","Antibiotics","Bilateral",8.96,-0.455012331317826
"12616",-0.096562903969768,-0.397447807515222,0.187467780907108,"McCormick","Antibiotics","Unilateral",8.98,-0.397447807515222
"12618",-0.0691019459172639,-0.456686935171568,0.314492157733388,"McCormick","Antibiotics","Bilateral",9,-0.456686935171568
"12620",-0.0971036829983392,-0.399638093543838,0.187989588873811,"McCormick","Antibiotics","Unilateral",9.02,-0.399638093543838
"12622",-0.0686819527937978,-0.458342034014517,0.316883039402065,"McCormick","Antibiotics","Bilateral",9.04,-0.458342034014517
"12624",-0.0976416089360587,-0.401826420109166,0.188511925972118,"McCormick","Antibiotics","Unilateral",9.06,-0.401826420109166
"12626",-0.0682559346645492,-0.459978236627674,0.319276826861975,"McCormick","Antibiotics","Bilateral",9.08,-0.459978236627674
"12628",-0.0981765837473208,-0.404013794548337,0.189036093775669,"McCormick","Antibiotics","Unilateral",9.1,-0.404013794548337
"12630",-0.0678239277883153,-0.461596170034623,0.321674101064249,"McCormick","Antibiotics","Bilateral",9.12,-0.461596170034623
"12632",-0.098708515059871,-0.406201181594777,0.189563337585909,"McCormick","Antibiotics","Unilateral",9.14,-0.406201181594777
"12634",-0.0673859710297454,-0.463196417193706,0.324075391960099,"McCormick","Antibiotics","Bilateral",9.16,-0.463196417193706
"12636",-0.099237311666788,-0.408389482441723,0.190094832055364,"McCormick","Antibiotics","Unilateral",9.18,-0.408389482441723
"12638",-0.066942105595519,-0.464779511996606,0.326481175016545,"McCormick","Antibiotics","Bilateral",9.2,-0.464779511996606
"12640",-0.0997628835213781,-0.410579527019064,0.190631674421028,"McCormick","Antibiotics","Unilateral",9.22,-0.410579527019064
"12642",-0.0664923749724064,-0.466345935493859,0.3288918685948,"McCormick","Antibiotics","Bilateral",9.24,-0.466345935493859
"12644",-0.100285141727598,-0.412772067399916,0.191174878898211,"McCormick","Antibiotics","Unilateral",9.26,-0.412772067399916
"12646",-0.0660368248642519,-0.467896113002935,0.33130783212926,"McCormick","Antibiotics","Bilateral",9.28,-0.467896113002935
"12648",-0.100803998525942,-0.414967772346297,0.191725372227236,"McCormick","Antibiotics","Unilateral",9.3,-0.414967772346297
"12650",-0.0655755031280583,-0.469430412075314,0.333729365073979,"McCormick","Antibiotics","Bilateral",9.32,-0.469430412075314
"12652",-0.101319367274767,-0.417167223000807,0.192283990363404,"McCormick","Antibiotics","Unilateral",9.34,-0.417167223000807
"12654",-0.0651084597092645,-0.470949141297504,0.336156706583348,"McCormick","Antibiotics","Bilateral",9.36,-0.470949141297504
"12656",-0.101831162426965,-0.419370909727778,0.192851476297747,"McCormick","Antibiotics","Unilateral",9.38,-0.419370909727778
"12658",-0.064635746576442,-0.47245254989945,0.338590035893196,"McCormick","Antibiotics","Bilateral",9.4,-0.47245254989945
"12660",-0.102339299501967,-0.421579230103753,0.193428478993158,"McCormick","Antibiotics","Unilateral",9.42,-0.421579230103753
"12662",-0.0641574176555443,-0.473940828142148,0.341029473368106,"McCormick","Antibiotics","Bilateral",9.44,-0.473940828142148
"12664",-0.102843694581252,-0.423792488286459,0.194015554144803,"McCormick","Antibiotics","Unilateral",9.46,-0.423792488286459
"12666",-0.063673523592006,-0.475414114676888,0.343475093285736,"McCormick","Antibiotics","Bilateral",9.48,-0.475414114676888
"12668",-0.103344254987019,-0.426010946456443,0.194613216203595,"McCormick","Antibiotics","Unilateral",9.5,-0.426010946456443
"12670",-0.06318411279274,-0.476872583127591,0.345926982863421,"McCormick","Antibiotics","Bilateral",9.52,-0.476872583127591
"12672",-0.103840909436901,-0.428234917473894,0.195221976948844,"McCormick","Antibiotics","Unilateral",9.54,-0.428234917473894
"12674",-0.0626892554781838,-0.478316423432974,0.348385198156128,"McCormick","Antibiotics","Bilateral",9.56,-0.478316423432974
"12676",-0.104333597405432,-0.430464649900604,0.195842267882334,"McCormick","Antibiotics","Unilateral",9.58,-0.430464649900604
"12678",-0.0621890242519394,-0.479745773208074,0.350849743181444,"McCormick","Antibiotics","Bilateral",9.6,-0.479745773208074
"12680",-0.104822259171545,-0.432700303548657,0.196474433501942,"McCormick","Antibiotics","Unilateral",9.62,-0.432700303548657
"12682",-0.0616834927493927,-0.48116071832582,0.353320573069107,"McCormick","Antibiotics","Bilateral",9.64,-0.48116071832582
"12684",-0.105306835765175,-0.434941952340784,0.197118734788318,"McCormick","Antibiotics","Unilateral",9.66,-0.434941952340784
"12686",-0.061172735583602,-0.482561296245193,0.355797597462857,"McCormick","Antibiotics","Bilateral",9.68,-0.482561296245193
"12688",-0.105787268910616,-0.437189588240679,0.197775353652115,"McCormick","Antibiotics","Unilateral",9.7,-0.437189588240679
"12690",-0.0606568282923783,-0.483947499940267,0.358280684395501,"McCormick","Antibiotics","Bilateral",9.72,-0.483947499940267
"12692",-0.106263500966605,-0.439443126222776,0.198444398302262,"McCormick","Antibiotics","Unilateral",9.74,-0.439443126222776
"12694",-0.0601358472866736,-0.485319282394057,0.360769664601924,"McCormick","Antibiotics","Bilateral",9.76,-0.485319282394057
"12696",-0.106735474863257,-0.441702410247225,0.199125909492904,"McCormick","Antibiotics","Unilateral",9.78,-0.441702410247225
"12698",-0.0596098698003462,-0.486676561620534,0.363264336235059,"McCormick","Antibiotics","Bilateral",9.8,-0.486676561620534
"12700",-0.107203134035854,-0.443967220201749,0.199819867603942,"McCormick","Antibiotics","Unilateral",9.82,-0.443967220201749
"12702",-0.059078973841466,-0.488019226178043,0.365764469950211,"McCormick","Antibiotics","Bilateral",9.84,-0.488019226178043
"12704",-0.107666420571962,-0.446237281497426,0.200526203860089,"McCormick","Antibiotics","Unilateral",9.86,-0.446237281497426
"12706",-0.0585432288733162,-0.489347156642911,0.368269837622016,"McCormick","Antibiotics","Bilateral",9.88,-0.489347156642911
"12708",-0.108125267432526,-0.448512366679932,0.201244889634697,"McCormick","Antibiotics","Unilateral",9.9,-0.448512366679932
"12710",-0.0580027068360643,-0.49066033899475,0.370780277841878,"McCormick","Antibiotics","Bilateral",9.92,-0.49066033899475
"12712",-0.108579635048274,-0.450792371730861,0.201975956052367,"McCormick","Antibiotics","Unilateral",9.94,-0.450792371730861
"12714",-0.0574574993885442,-0.491958809458734,0.373295635373573,"McCormick","Antibiotics","Bilateral",9.96,-0.491958809458734
"12716",-0.109029490609737,-0.453077186226212,0.202719418128446,"McCormick","Antibiotics","Unilateral",9.98,-0.453077186226212
"12718",-0.056907698463258,-0.493242600613386,0.37581575067894,"McCormick","Antibiotics","Bilateral",10,-0.493242600613386
"12720",-0.109474801409352,-0.455366685574969,0.203475277661691,"McCormick","Antibiotics","Unilateral",10.02,-0.455366685574969
"12722",-0.0563533959319114,-0.494511746474348,0.378340464830063,"McCormick","Antibiotics","Bilateral",10.04,-0.494511746474348
"12724",-0.109915533292737,-0.457660741315967,0.204243534259514,"McCormick","Antibiotics","Unilateral",10.06,-0.457660741315967
"12726",-0.0557946747906077,-0.49576630325657,0.380869646608785,"McCormick","Antibiotics","Bilateral",10.08,-0.49576630325657
"12728",-0.110351641541173,-0.459959328530714,0.205024279458769,"McCormick","Antibiotics","Unilateral",10.1,-0.459959328530714
"12730",-0.0552316172310339,-0.497006470030553,0.383403268192457,"McCormick","Antibiotics","Bilateral",10.12,-0.497006470030553
"12732",-0.11078310847447,-0.46226261979902,0.205817731477621,"McCormick","Antibiotics","Unilateral",10.14,-0.46226261979902
"12734",-0.0546643256912357,-0.498232535103426,0.385941340359435,"McCormick","Antibiotics","Bilateral",10.16,-0.498232535103426
"12736",-0.111209923939114,-0.46457083645078,0.206624141435848,"McCormick","Antibiotics","Unilateral",10.18,-0.46457083645078
"12738",-0.0540929020618917,-0.499444811742165,0.388483894743287,"McCormick","Antibiotics","Bilateral",10.2,-0.499444811742165
"12740",-0.111632072836763,-0.466884246018829,0.207443804975682,"McCormick","Antibiotics","Unilateral",10.22,-0.466884246018829
"12742",-0.0535174312364651,-0.500643685002734,0.391031038755882,"McCormick","Antibiotics","Bilateral",10.24,-0.500643685002734
"12744",-0.112049528166696,-0.469203357298879,0.208277220644675,"McCormick","Antibiotics","Unilateral",10.26,-0.469203357298879
"12746",-0.05293799120651,-0.501829803002082,0.393583079841367,"McCormick","Antibiotics","Bilateral",10.28,-0.501829803002082
"12748",-0.112462287147484,-0.471529145358066,0.209125228961721,"McCormick","Antibiotics","Unilateral",10.3,-0.471529145358066
"12750",-0.0523546828786462,-0.503004128612489,0.396140524957807,"McCormick","Antibiotics","Bilateral",10.32,-0.503004128612489
"12752",-0.112870392239901,-0.473862953391033,0.209988916482822,"McCormick","Antibiotics","Unilateral",10.34,-0.473862953391033
"12754",-0.0517676340991896,-0.504167773283082,0.39870395616837,"McCormick","Antibiotics","Bilateral",10.36,-0.504167773283082
"12756",-0.113273899505769,-0.476206229574794,0.210869441457664,"McCormick","Antibiotics","Unilateral",10.38,-0.476206229574794
"12758",-0.0511769724178703,-0.50532188078917,0.4012739808928,"McCormick","Antibiotics","Bilateral",10.4,-0.50532188078917
"12760",-0.113672864513915,-0.478560475332545,0.211768006257965,"McCormick","Antibiotics","Unilateral",10.42,-0.478560475332545
"12762",-0.0505828229155089,-0.506467619672473,0.403851228586597,"McCormick","Antibiotics","Bilateral",10.44,-0.506467619672473
"12764",-0.11406734232696,-0.480927239622701,0.212685852190331,"McCormick","Antibiotics","Unilateral",10.46,-0.480927239622701
"12766",-0.0499853082462724,-0.507606179880819,0.406436347677793,"McCormick","Antibiotics","Bilateral",10.48,-0.507606179880819
"12768",-0.11445738749092,-0.483308113295772,0.213624254398911,"McCormick","Antibiotics","Unilateral",10.5,-0.483308113295772
"12770",-0.0493845486804468,-0.508738769539147,0.409030002629675,"McCormick","Antibiotics","Bilateral",10.52,-0.508738769539147
"12772",-0.114843054027611,-0.485704723516893,0.214584516851103,"McCormick","Antibiotics","Unilateral",10.54,-0.485704723516893
"12774",-0.0487806612002353,-0.509866612382784,0.411632872649889,"McCormick","Antibiotics","Bilateral",10.56,-0.509866612382784
"12776",-0.115224389231169,-0.488118751339784,0.215567990226434,"McCormick","Antibiotics","Unilateral",10.58,-0.488118751339784
"12778",-0.0481737461798267,-0.510991006695405,0.414245710220412,"McCormick","Antibiotics","Bilateral",10.6,-0.510991006695405
